"Source Name",URL,"Date Accessed",Title,"Program Name",Domain,"Data Source","Referrer URL"
places.sqlite,"http://mp.apmebf.com/ad/ck/12309-80731-2056-0?kw=dell+(exact)&mpre=http%3A%2F%2Flt.dell.com%2Flt%2Flt.aspx%3FCID%3D16010%26LID%3D380485%26DGC%3DST%26DGSeg%3DDHS%26DURL%3Dhttp%3A%2F%2Fwww.dell.com%2Fcontent%2Ftopics%2Freftopic.aspx%2Fbsd%2Fodg%2F13263_search_generic_hsb%3Fc%253dus%2526cs%253d%2526l%253den%2526s%253dgen%26st%3Ddell%26ACD%3D52191,8,0,61500887,705832422,1258397715,dell,10399471,3043822405%26AID%3DDHS_Systems&host=altfarm.mediaplex.com","2009-11-16 20:55:38 EET",12309-80731-2056-0,"FireFox Analyzer",apmebf.com,jo-2009-11-16.E01,"http://altfarm.mediaplex.com/ad/ck/12309-80731-2056-0?kw=dell+(exact)&mpre=http%3A%2F%2Flt.dell.com%2Flt%2Flt.aspx%3FCID%3D16010%26LID%3D380485%26DGC%3DST%26DGSeg%3DDHS%26DURL%3Dhttp%3A%2F%2Fwww.dell.com%2Fcontent%2Ftopics%2Freftopic.aspx%2Fbsd%2Fodg%2F13263_search_generic_hsb%3Fc%253dus%2526cs%253d%2526l%253den%2526s%253dgen%26st%3Ddell%26ACD%3D52191,8,0,61500887,705832422,1258397715,dell,10399471,3043822405%26AID%3DDHS_Systems"
places.sqlite,"http://altfarm.mediaplex.com/ad/ck/12309-80731-2056-0?kw=dell+(exact)&mpre=http%3A%2F%2Flt.dell.com%2Flt%2Flt.aspx%3FCID%3D16010%26LID%3D380485%26DGC%3DST%26DGSeg%3DDHS%26DURL%3Dhttp%3A%2F%2Fwww.dell.com%2Fcontent%2Ftopics%2Freftopic.aspx%2Fbsd%2Fodg%2F13263_search_generic_hsb%3Fc%253dus%2526cs%253d%2526l%253den%2526s%253dgen%26st%3Ddell%26ACD%3D52191,8,0,61500887,705832422,1258397715,dell,10399471,3043822405%26AID%3DDHS_Systems&no_cj_c=1&upsid=931701779593","2009-11-16 20:55:38 EET",12309-80731-2056-0,"FireFox Analyzer",mediaplex.com,jo-2009-11-16.E01,"http://mp.apmebf.com/ad/ck/12309-80731-2056-0?kw=dell+(exact)&mpre=http%3A%2F%2Flt.dell.com%2Flt%2Flt.aspx%3FCID%3D16010%26LID%3D380485%26DGC%3DST%26DGSeg%3DDHS%26DURL%3Dhttp%3A%2F%2Fwww.dell.com%2Fcontent%2Ftopics%2Freftopic.aspx%2Fbsd%2Fodg%2F13263_search_generic_hsb%3Fc%253dus%2526cs%253d%2526l%253den%2526s%253dgen%26st%3Ddell%26ACD%3D52191,8,0,61500887,705832422,1258397715,dell,10399471,3043822405%26AID%3DDHS_Systems&host=altfarm.mediaplex.com"
places.sqlite,"http://lt.dell.com/lt/lt.aspx?CID=16010&LID=380485&DGC=ST&DGSeg=DHS&DURL=http://www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb?c%3dus%26cs%3d%26l%3den%26s%3dgen&st=dell&ACD=52191,8,0,61500887,705832422,1258397715,dell,10399471,3043822405&AID=DHS_Systems","2009-11-16 20:55:38 EET",lt.aspx,"FireFox Analyzer",dell.com,jo-2009-11-16.E01,"http://altfarm.mediaplex.com/ad/ck/12309-80731-2056-0?kw=dell+(exact)&mpre=http%3A%2F%2Flt.dell.com%2Flt%2Flt.aspx%3FCID%3D16010%26LID%3D380485%26DGC%3DST%26DGSeg%3DDHS%26DURL%3Dhttp%3A%2F%2Fwww.dell.com%2Fcontent%2Ftopics%2Freftopic.aspx%2Fbsd%2Fodg%2F13263_search_generic_hsb%3Fc%253dus%2526cs%253d%2526l%253den%2526s%253dgen%26st%3Ddell%26ACD%3D52191,8,0,61500887,705832422,1258397715,dell,10399471,3043822405%26AID%3DDHS_Systems&no_cj_c=1&upsid=931701779593"
places.sqlite,"http://www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb?c=us&cs=&l=en&s=gen&ST=dell&dgc=ST&cid=16010&lid=380485&acd=52191,8,0,61500887,705832422,1258397715,dell,10399471,3043822405","2009-11-16 20:55:38 EET","Shop Dell PCs, Computers, Laptops, Servers and More | Dell","FireFox Analyzer",dell.com,jo-2009-11-16.E01,"http://lt.dell.com/lt/lt.aspx?CID=16010&LID=380485&DGC=ST&DGSeg=DHS&DURL=http://www.dell.com/content/topics/reftopic.aspx/bsd/odg/13263_search_generic_hsb?c%3dus%26cs%3d%26l%3den%26s%3dgen&st=dell&ACD=52191,8,0,61500887,705832422,1258397715,dell,10399471,3043822405&AID=DHS_Systems"
places.sqlite,http://www.google.com/,"2009-11-16 20:56:41 EET",Google,"FireFox Analyzer",google.com,jo-2009-11-16.E01,
places.sqlite,"http://www.google.com/#hl=en&source=hp&q=microsoft&aq=0&aqi=g10&oq=micro&fp=1c443ffcb5a5cce1","2009-11-16 20:56:51 EET","microsoft - Google Search","FireFox Analyzer",google.com,jo-2009-11-16.E01,
places.sqlite,"http://www.microsoft.com/","2009-11-16 20:56:51 EET",www.microsoft.com,"FireFox Analyzer",microsoft.com,jo-2009-11-16.E01,
places.sqlite,"http://www.microsoft.com/en/us/default.aspx","2009-11-16 20:56:51 EET","Microsoft Corporation","FireFox Analyzer",microsoft.com,jo-2009-11-16.E01,"http://www.microsoft.com/"
places.sqlite,http://www.google.com/,"2009-11-16 20:57:05 EET",Google,"FireFox Analyzer",google.com,jo-2009-11-16.E01,
places.sqlite,"http://www.google.com/#hl=en&source=hp&q=cnn&aq=f&aqi=n1g10&oq=&fp=1c443ffcb5a5cce1","2009-11-16 20:57:05 EET","cnn - Google Search","FireFox Analyzer",google.com,jo-2009-11-16.E01,
