"Source Name",Name,"Program Name","Processor Architecture","Temporary Files Directory",Path,"Product ID",Owner,Organization,"Data Source"
jo-2009-11-16.E01,M57-JO,"Microsoft Windows XP Service Pack 3",x86,"%SystemRoot%\TEMP","C:\WINDOWS",76487-027-5250835-22087,Jo,M57.biz,jo-2009-11-16.E01
